County,State,fips,Latitude,Longitude,Confirmed Cases,Deaths,Recoveries
Rockwall,Texas,48397,32.898,-96.408,224,15,0
Runnels,Texas,48399,31.831,-99.976,2,0,0
Rusk,Texas,48401,32.108,-94.762,65,2,0
Sabine,Texas,48403,31.343,-93.854,15,1,0
San Augustine,Texas,48405,31.395,-94.17,49,4,0
San Jacinto,Texas,48407,30.579,-95.163,19,0,0
San Patricio,Texas,48409,28.009,-97.518,41,0,0
San Saba,Texas,48411,31.158,-98.818,1,0,0
Scurry,Texas,48415,32.746,-100.916,26,0,0
Shackelford,Texas,48417,32.736,-99.354,1,0,0
Shelby,Texas,48419,31.792,-94.146,215,8,0
Sherman,Texas,48421,36.278,-101.893,28,0,0
Smith,Texas,48423,32.375,-95.272,238,4,0
Somervell,Texas,48425,32.222,-97.774,1,0,0
Starr,Texas,48427,26.562,-98.739,68,1,0
Stephens,Texas,48429,32.736,-98.836,4,0,0
Swisher,Texas,48437,34.53,-101.735,18,1,0
Tarrant,Texas,48439,32.771,-97.291,6599,189,0
Taylor,Texas,48441,32.302,-99.89,248,5,0
Terry,Texas,48445,33.174,-102.335,13,0,0
Throckmorton,Texas,48447,33.178,-99.212,1,0,0
Titus,Texas,48449,33.213,-94.968,637,3,0
Tom Green,Texas,48451,31.405,-100.462,122,1,0
Travis,Texas,48453,30.334,-97.785,3976,99,0
Trinity,Texas,48455,31.088,-95.137,22,0,0
Tyler,Texas,48457,30.77,-94.377,16,0,0
Upshur,Texas,48459,32.737,-94.94,35,0,0
Uvalde,Texas,48463,29.357,-99.762,21,0,0
Val Verde,Texas,48465,29.891,-101.153,27,0,0
Van Zandt,Texas,48467,32.565,-95.838,41,1,0
Victoria,Texas,48469,28.798,-96.968,180,8,0
Walker,Texas,48471,30.739,-95.574,1854,27,0
Waller,Texas,48473,30.011,-95.99,85,0,0
Ward,Texas,48475,31.51,-103.093,2,0,0
Washington,Texas,48477,30.215,-96.409,213,25,0
Webb,Texas,48479,27.761,-99.332,634,20,0
Wharton,Texas,48481,29.278,-96.223,86,1,0
Wheeler,Texas,48483,35.401,-100.27,15,0,0
Wichita,Texas,48485,33.988,-98.704,90,2,0
Wilbarger,Texas,48487,34.079,-99.242,7,0,0
Willacy,Texas,48489,26.474,-97.615,45,2,0
Williamson,Texas,48491,30.647,-97.6,763,29,0
Wilson,Texas,48493,29.173,-98.087,46,5,0
Winkler,Texas,48495,31.85,-103.049,3,0,0
Wise,Texas,48497,33.216,-97.655,55,5,0
Wood,Texas,48499,32.787,-95.382,51,4,0
Yoakum,Texas,48501,33.173,-102.828,8,0,0
Young,Texas,48503,33.177,-98.688,11,1,0
Zapata,Texas,48505,27.002,-99.17,12,0,0
Zavala,Texas,48507,28.866,-99.761,12,0,0
