County,State,fips,Latitude,Longitude,Confirmed Cases,Deaths,Recoveries
McMinn,TENNESSEE,47107,35.444223, -84.624875,108,3,14
McNairy,TENNESSEE,47109,35.1663375, -88.5766172,11,0,11
Meigs,TENNESSEE,47121,35.51017, -84.8109718,17,0,6
Monroe,TENNESSEE,47123,35.4397238, -84.239964,26,1,15
Montgomery,TENNESSEE,47125,36.4803824, -87.3786221,155,2,80
Moore,TENNESSEE,47127,35.2835629, -86.3411514,3,0,3
Morgan,TENNESSEE,47129,36.1372409, -84.629496,6,0,6
Obion,TENNESSEE,47131,36.3556031, -89.1748819,15,1,10
Overton,TENNESSEE,47133,36.3396292, -85.286641,11,0,8
Perry,TENNESSEE,47135,35.6337989, -87.8498777,13,0,7
Pickett,TENNESSEE,47137,36.5739954, -85.0985126,0,0,0
Polk,TENNESSEE,47139,35.1269463, -84.5303524,12,0,8
Putnam,TENNESSEE,47141,36.1379872, -85.4553784,162,5,89
Rhea,TENNESSEE,47143,35.6123863, -84.9347264,6,0,4
Roane,TENNESSEE,47145,35.84857, -84.5225522,8,0,7
Robertson,TENNESSEE,47147,36.4996336, -86.8519164,195,0,125
Rutherford,TENNESSEE,47149,35.855716, -86.4209219,661,14,245
Scott,TENNESSEE,47151,36.4380433, -84.5095507,11,0,11
Sequatchie,TENNESSEE,47153,35.3594724, -85.401448,7,0,5
Sevier,TENNESSEE,47155,35.8047065, -83.5291901,63,2,40
Shelby,TENNESSEE,47157,35.1782557, -89.8739775,3066,64,1723
Smith,TENNESSEE,47159,36.2549331, -85.9741568,23,1,18
Stewart,TENNESSEE,47161,36.5092672, -87.8252756,7,0,2
Sullivan,TENNESSEE,47163,36.4966673, -82.286903,52,1,47
Sumner,TENNESSEE,47165,36.4496718, -86.4685413,672,38,337
Tipton,TENNESSEE,47167,35.499348, -89.7487432,158,2,64
Trousdale,TENNESSEE,47169,36.3882376, -86.1332156,1356,2,16
Unicoi,TENNESSEE,47171,36.1072175, -82.4440506,2,0,1
Union,TENNESSEE,47173,36.2979687, -83.8451468,3,0,2
Van Buren,TENNESSEE,47175,35.6793776, -85.4450289,2,0,2
Warren,TENNESSEE,47177,35.6889753, -85.7796626,10,0,6
Washington,TENNESSEE,47179,36.2636501, -82.4911791,59,0,54
Wayne,TENNESSEE,47181,35.2499093, -87.8084373,4,0,3
Weakley,TENNESSEE,47183,36.2902404, -88.7263475,24,0,22
White,TENNESSEE,47185,35.9245897, -85.4630947,16,0,4
Williamson,TENNESSEE,47187,35.8772991, -86.8978708,434,10,296
Wilson,TENNESSEE,47189,36.1466658, -86.3119998,288,6,164
Out of state,TENNESSEE,47,35.7730076, -86.2820081,354,5,142
Pending,TENNESSEE,47,35.7730076, -86.2820081,56,0,1
