County,State,fips,Latitude,Longitude,Confirmed Cases,Deaths,Recoveries
Kent County,DELAWARE,10001,39.1156908,-75.4841394,891,33,315
New Castle County,DELAWARE,10003,39.6159851,-75.662956,2087,85,866
Sussex County,DELAWARE,10005,38.6908097,-75.3691421,2764,75,827
