County,State,fips,Latitude,Longitude,Confirmed Cases,Deaths,Recoveries
Kent County,DELAWARE,10001,39.1156908,-75.4841394,759,23,164
New Castle County,DELAWARE,10003,39.6159851,-75.662956,1734,57,540
Sussex County,DELAWARE,10005,38.6908097,-75.3691421,2261,45,292
